"Date","Month","Month Name","Year","Province","Island","New Cases","New Death","New Recovered","New Active Cases"
"2020-01-08","1","January","2020","Jawa Timur","Jawa","9","3","1","5"
"2020-01-09","1","January","2020","Jawa Timur","Jawa","0","1","23","-24"
"2020-01-10","1","January","2020","Jawa Timur","Jawa","0","1","14","-15"
"2020-01-11","1","January","2020","Jawa Timur","Jawa","0","3","8","-11"
"2020-01-12","1","January","2020","Jawa Timur","Jawa","0","3","1","-4"
"2020-01-13","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-14","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-15","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-16","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-17","1","January","2020","Jawa Timur","Jawa","0","0","4","-4"
"2020-01-18","1","January","2020","Jawa Timur","Jawa","0","0","8","-8"
"2020-01-19","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-20","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-21","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-22","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-23","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-24","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-25","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-26","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-27","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-28","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-29","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-30","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-01-31","1","January","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-01","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-02","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-03","2","February","2020","Jawa Timur","Jawa","0","0","2","-2"
"2020-02-04","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-05","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-06","2","February","2020","Jawa Timur","Jawa","0","0","4","-4"
"2020-02-07","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-08","2","February","2020","Jawa Timur","Jawa","0","0","13","-13"
"2020-02-09","2","February","2020","Jawa Timur","Jawa","0","4","27","-31"
"2020-02-10","2","February","2020","Jawa Timur","Jawa","0","0","20","-20"
"2020-02-11","2","February","2020","Jawa Timur","Jawa","0","3","7","-10"
"2020-02-12","2","February","2020","Jawa Timur","Jawa","0","5","0","-5"
"2020-02-13","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-14","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-15","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-16","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-17","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-18","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-19","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-20","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-21","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-22","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-23","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-24","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-25","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-26","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-27","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-28","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-02-29","2","February","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-01","3","March","2020","DKI Jakarta","Jawa","2","0","0","2"
"2020-03-01","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-02","3","March","2020","DKI Jakarta","Jawa","2","0","0","2"
"2020-03-02","3","March","2020","Jawa Barat","Jawa","3","0","0","3"
"2020-03-02","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-02","3","March","2020","Riau","Sumatera","1","0","0","1"
"2020-03-03","3","March","2020","DKI Jakarta","Jawa","2","0","0","2"
"2020-03-03","3","March","2020","Jawa Barat","Jawa","1","1","0","0"
"2020-03-03","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-03","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-04","3","March","2020","DKI Jakarta","Jawa","2","0","0","2"
"2020-03-04","3","March","2020","Jawa Barat","Jawa","1","0","0","1"
"2020-03-04","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-04","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-05","3","March","2020","DKI Jakarta","Jawa","0","1","0","-1"
"2020-03-05","3","March","2020","Jawa Barat","Jawa","1","0","0","1"
"2020-03-05","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-05","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-06","3","March","2020","Banten","Jawa","1","0","1","0"
"2020-03-06","3","March","2020","DKI Jakarta","Jawa","0","0","0","0"
"2020-03-06","3","March","2020","Jawa Barat","Jawa","1","0","0","1"
"2020-03-06","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-06","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-07","3","March","2020","Banten","Jawa","0","0","0","0"
"2020-03-07","3","March","2020","DKI Jakarta","Jawa","0","2","0","-2"
"2020-03-07","3","March","2020","Jawa Barat","Jawa","0","0","0","0"
"2020-03-07","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-07","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-08","3","March","2020","Banten","Jawa","1","0","3","-2"
"2020-03-08","3","March","2020","DKI Jakarta","Jawa","0","0","0","0"
"2020-03-08","3","March","2020","Jawa Barat","Jawa","0","0","0","0"
"2020-03-08","3","March","2020","Jawa Tengah","Jawa","1","1","0","0"
"2020-03-08","3","March","2020","Jawa Timur","Jawa","0","2","0","-2"
"2020-03-08","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-09","3","March","2020","Banten","Jawa","0","0","0","0"
"2020-03-09","3","March","2020","DKI Jakarta","Jawa","0","1","0","-1"
"2020-03-09","3","March","2020","Jawa Barat","Jawa","0","0","0","0"
"2020-03-09","3","March","2020","Jawa Tengah","Jawa","0","0","0","0"
"2020-03-09","3","March","2020","Jawa Timur","Jawa","0","2","27","-29"
"2020-03-09","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-10","3","March","2020","Banten","Jawa","0","0","8","-8"
"2020-03-10","3","March","2020","DKI Jakarta","Jawa","0","0","0","0"
"2020-03-10","3","March","2020","Jawa Barat","Jawa","0","0","0","0"
"2020-03-10","3","March","2020","Jawa Tengah","Jawa","0","0","0","0"
"2020-03-10","3","March","2020","Jawa Timur","Jawa","0","1","19","-20"
"2020-03-10","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-10","3","March","2020","Sulawesi Tenggara","Sulawesi","1","0","0","1"
"2020-03-11","3","March","2020","Bali","Nusa Tenggara","1","1","0","0"
"2020-03-11","3","March","2020","Banten","Jawa","0","0","8","-8"
"2020-03-11","3","March","2020","DKI Jakarta","Jawa","0","0","0","0"
"2020-03-11","3","March","2020","Jawa Barat","Jawa","0","1","0","-1"
"2020-03-11","3","March","2020","Jawa Tengah","Jawa","2","1","1","0"
"2020-03-11","3","March","2020","Jawa Timur","Jawa","0","0","9","-9"
"2020-03-11","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-11","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-12","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-12","3","March","2020","Banten","Jawa","0","1","2","-3"
"2020-03-12","3","March","2020","DKI Jakarta","Jawa","2","1","4","-3"
"2020-03-12","3","March","2020","Jawa Barat","Jawa","1","0","0","1"
"2020-03-12","3","March","2020","Jawa Tengah","Jawa","0","0","0","0"
"2020-03-12","3","March","2020","Jawa Timur","Jawa","0","2","8","-10"
"2020-03-12","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-12","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-13","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-13","3","March","2020","Banten","Jawa","1","1","0","0"
"2020-03-13","3","March","2020","DKI Jakarta","Jawa","4","1","3","0"
"2020-03-13","3","March","2020","Jawa Barat","Jawa","4","0","4","0"
"2020-03-13","3","March","2020","Jawa Tengah","Jawa","0","0","0","0"
"2020-03-13","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-13","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-13","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-14","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-14","3","March","2020","Banten","Jawa","1","0","2","-1"
"2020-03-14","3","March","2020","DKI Jakarta","Jawa","2","1","1","0"
"2020-03-14","3","March","2020","Jawa Barat","Jawa","0","0","0","0"
"2020-03-14","3","March","2020","Jawa Tengah","Jawa","2","0","1","1"
"2020-03-14","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-14","3","March","2020","Kalimantan Timur","Kalimantan","3","0","0","3"
"2020-03-14","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-14","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-15","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-15","3","March","2020","Banten","Jawa","1","0","5","-4"
"2020-03-15","3","March","2020","DKI Jakarta","Jawa","8","3","0","5"
"2020-03-15","3","March","2020","Jawa Barat","Jawa","0","0","0","0"
"2020-03-15","3","March","2020","Jawa Tengah","Jawa","1","0","1","0"
"2020-03-15","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-15","3","March","2020","Kalimantan Timur","Kalimantan","2","0","0","2"
"2020-03-15","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-15","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-16","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-16","3","March","2020","Banten","Jawa","1","0","4","-3"
"2020-03-16","3","March","2020","DKI Jakarta","Jawa","2","3","0","-1"
"2020-03-16","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","1","0","0","1"
"2020-03-16","3","March","2020","Jawa Barat","Jawa","1","0","0","1"
"2020-03-16","3","March","2020","Jawa Tengah","Jawa","1","0","0","1"
"2020-03-16","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-16","3","March","2020","Kalimantan Timur","Kalimantan","1","0","0","1"
"2020-03-16","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-16","3","March","2020","Sulawesi Tenggara","Sulawesi","2","0","0","2"
"2020-03-17","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-17","3","March","2020","Banten","Jawa","0","1","3","-4"
"2020-03-17","3","March","2020","DKI Jakarta","Jawa","2","1","0","1"
"2020-03-17","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","0","0","0","0"
"2020-03-17","3","March","2020","Jawa Barat","Jawa","11","0","0","11"
"2020-03-17","3","March","2020","Jawa Tengah","Jawa","1","0","1","0"
"2020-03-17","3","March","2020","Jawa Timur","Jawa","0","0","0","0"
"2020-03-17","3","March","2020","Kalimantan Timur","Kalimantan","1","0","0","1"
"2020-03-17","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-17","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-17","3","March","2020","Sumatera Utara","Sumatera","1","1","0","0"
"2020-03-18","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-18","3","March","2020","Banten","Jawa","0","1","1","-2"
"2020-03-18","3","March","2020","DKI Jakarta","Jawa","1","1","0","0"
"2020-03-18","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","0","0","0","0"
"2020-03-18","3","March","2020","Jawa Barat","Jawa","5","1","1","3"
"2020-03-18","3","March","2020","Jawa Tengah","Jawa","3","1","0","2"
"2020-03-18","3","March","2020","Jawa Timur","Jawa","7","1","0","6"
"2020-03-18","3","March","2020","Kalimantan Timur","Kalimantan","0","0","0","0"
"2020-03-18","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-18","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-18","3","March","2020","Sumatera Utara","Sumatera","0","0","0","0"
"2020-03-19","3","March","2020","Bali","Nusa Tenggara","1","1","0","0"
"2020-03-19","3","March","2020","Banten","Jawa","0","1","3","-4"
"2020-03-19","3","March","2020","DKI Jakarta","Jawa","2","0","1","1"
"2020-03-19","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","0","0","0","0"
"2020-03-19","3","March","2020","Jawa Barat","Jawa","7","1","0","6"
"2020-03-19","3","March","2020","Jawa Tengah","Jawa","2","0","0","2"
"2020-03-19","3","March","2020","Jawa Timur","Jawa","3","0","0","3"
"2020-03-19","3","March","2020","Kalimantan Timur","Kalimantan","0","0","0","0"
"2020-03-19","3","March","2020","Kepulauan Riau","Sumatera","1","1","0","0"
"2020-03-19","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-19","3","March","2020","Sulawesi Selatan","Sulawesi","2","0","0","2"
"2020-03-19","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-19","3","March","2020","Sumatera Utara","Sumatera","0","0","0","0"
"2020-03-20","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-20","3","March","2020","Banten","Jawa","0","3","3","-6"
"2020-03-20","3","March","2020","DKI Jakarta","Jawa","5","3","1","1"
"2020-03-20","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","1","0","1","0"
"2020-03-20","3","March","2020","Jambi","Sumatera","1","0","0","1"
"2020-03-20","3","March","2020","Jawa Barat","Jawa","20","3","0","17"
"2020-03-20","3","March","2020","Jawa Tengah","Jawa","3","0","1","2"
"2020-03-20","3","March","2020","Jawa Timur","Jawa","9","0","0","9"
"2020-03-20","3","March","2020","Kalimantan Timur","Kalimantan","0","0","0","0"
"2020-03-20","3","March","2020","Kepulauan Riau","Sumatera","0","0","0","0"
"2020-03-20","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-20","3","March","2020","Sulawesi Selatan","Sulawesi","0","0","0","0"
"2020-03-20","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-20","3","March","2020","Sumatera Utara","Sumatera","0","0","0","0"
"2020-03-21","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-21","3","March","2020","Banten","Jawa","0","0","2","-2"
"2020-03-21","3","March","2020","DKI Jakarta","Jawa","8","3","6","-1"
"2020-03-21","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","0","0","0","0"
"2020-03-21","3","March","2020","Jambi","Sumatera","0","0","0","0"
"2020-03-21","3","March","2020","Jawa Barat","Jawa","5","0","0","5"
"2020-03-21","3","March","2020","Jawa Tengah","Jawa","1","1","0","0"
"2020-03-21","3","March","2020","Jawa Timur","Jawa","8","0","0","8"
"2020-03-21","3","March","2020","Kalimantan Timur","Kalimantan","0","0","0","0"
"2020-03-21","3","March","2020","Kepulauan Riau","Sumatera","0","0","0","0"
"2020-03-21","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-21","3","March","2020","Sulawesi Selatan","Sulawesi","0","0","0","0"
"2020-03-21","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-21","3","March","2020","Sumatera Utara","Sumatera","0","0","0","0"
"2020-03-22","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-22","3","March","2020","Banten","Jawa","0","2","0","-2"
"2020-03-22","3","March","2020","DKI Jakarta","Jawa","2","0","3","-1"
"2020-03-22","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","0","0","0","0"
"2020-03-22","3","March","2020","Jambi","Sumatera","0","0","0","0"
"2020-03-22","3","March","2020","Jawa Barat","Jawa","3","3","0","0"
"2020-03-22","3","March","2020","Jawa Tengah","Jawa","1","0","1","0"
"2020-03-22","3","March","2020","Jawa Timur","Jawa","14","0","0","14"
"2020-03-22","3","March","2020","Kalimantan Timur","Kalimantan","0","0","0","0"
"2020-03-22","3","March","2020","Kepulauan Riau","Sumatera","0","0","0","0"
"2020-03-22","3","March","2020","Maluku","Maluku","1","0","0","1"
"2020-03-22","3","March","2020","Papua","Papua","2","0","0","2"
"2020-03-22","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-22","3","March","2020","Sulawesi Selatan","Sulawesi","0","0","0","0"
"2020-03-22","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-22","3","March","2020","Sumatera Utara","Sumatera","0","0","0","0"
"2020-03-23","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-23","3","March","2020","Banten","Jawa","0","2","3","-5"
"2020-03-23","3","March","2020","DKI Jakarta","Jawa","0","0","0","0"
"2020-03-23","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","0","1","0","-1"
"2020-03-23","3","March","2020","Jambi","Sumatera","0","0","0","0"
"2020-03-23","3","March","2020","Jawa Barat","Jawa","6","4","0","2"
"2020-03-23","3","March","2020","Jawa Tengah","Jawa","3","0","0","3"
"2020-03-23","3","March","2020","Jawa Timur","Jawa","2","1","0","1"
"2020-03-23","3","March","2020","Kalimantan Timur","Kalimantan","1","0","0","1"
"2020-03-23","3","March","2020","Kepulauan Riau","Sumatera","0","0","0","0"
"2020-03-23","3","March","2020","Maluku","Maluku","0","0","0","0"
"2020-03-23","3","March","2020","Maluku Utara","Maluku","1","0","0","1"
"2020-03-23","3","March","2020","Papua","Papua","0","0","0","0"
"2020-03-23","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-23","3","March","2020","Sulawesi Selatan","Sulawesi","0","1","0","-1"
"2020-03-23","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-23","3","March","2020","Sumatera Selatan","Sumatera","1","2","0","-1"
"2020-03-23","3","March","2020","Sumatera Utara","Sumatera","0","0","0","0"
"2020-03-24","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-24","3","March","2020","Banten","Jawa","0","1","3","-4"
"2020-03-24","3","March","2020","DKI Jakarta","Jawa","16","19","3","-6"
"2020-03-24","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","0","0","0","0"
"2020-03-24","3","March","2020","Jambi","Sumatera","0","0","0","0"
"2020-03-24","3","March","2020","Jawa Barat","Jawa","2","2","1","-1"
"2020-03-24","3","March","2020","Jawa Tengah","Jawa","3","1","1","1"
"2020-03-24","3","March","2020","Jawa Timur","Jawa","3","1","0","2"
"2020-03-24","3","March","2020","Kalimantan Timur","Kalimantan","0","0","0","0"
"2020-03-24","3","March","2020","Kepulauan Riau","Sumatera","0","0","0","0"
"2020-03-24","3","March","2020","Maluku","Maluku","0","0","0","0"
"2020-03-24","3","March","2020","Maluku Utara","Maluku","0","0","0","0"
"2020-03-24","3","March","2020","Papua","Papua","0","0","0","0"
"2020-03-24","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-24","3","March","2020","Sulawesi Selatan","Sulawesi","2","0","0","2"
"2020-03-24","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-24","3","March","2020","Sumatera Selatan","Sumatera","0","0","0","0"
"2020-03-24","3","March","2020","Sumatera Utara","Sumatera","0","0","0","0"
"2020-03-25","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-25","3","March","2020","Banten","Jawa","0","1","3","-4"
"2020-03-25","3","March","2020","DKI Jakarta","Jawa","1","1","0","0"
"2020-03-25","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","1","1","0","0"
"2020-03-25","3","March","2020","Jambi","Sumatera","0","0","0","0"
"2020-03-25","3","March","2020","Jawa Barat","Jawa","5","0","1","4"
"2020-03-25","3","March","2020","Jawa Tengah","Jawa","21","1","1","19"
"2020-03-25","3","March","2020","Jawa Timur","Jawa","9","0","1","8"
"2020-03-25","3","March","2020","Kalimantan Timur","Kalimantan","0","0","0","0"
"2020-03-25","3","March","2020","Kepulauan Riau","Sumatera","0","0","0","0"
"2020-03-25","3","March","2020","Maluku","Maluku","0","0","0","0"
"2020-03-25","3","March","2020","Maluku Utara","Maluku","0","0","0","0"
"2020-03-25","3","March","2020","Papua","Papua","0","0","0","0"
"2020-03-25","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-25","3","March","2020","Sulawesi Selatan","Sulawesi","9","0","0","9"
"2020-03-25","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-25","3","March","2020","Sumatera Selatan","Sumatera","0","0","0","0"
"2020-03-25","3","March","2020","Sumatera Utara","Sumatera","0","0","0","0"
"2020-03-26","3","March","2020","Aceh","Sumatera","1","0","0","1"
"2020-03-26","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-26","3","March","2020","Banten","Jawa","0","0","4","-4"
"2020-03-26","3","March","2020","DKI Jakarta","Jawa","57","2","0","55"
"2020-03-26","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","0","0","0","0"
"2020-03-26","3","March","2020","Jambi","Sumatera","0","0","0","0"
"2020-03-26","3","March","2020","Jawa Barat","Jawa","8","0","0","8"
"2020-03-26","3","March","2020","Jawa Tengah","Jawa","4","0","1","3"
"2020-03-26","3","March","2020","Jawa Timur","Jawa","13","1","0","12"
"2020-03-26","3","March","2020","Kalimantan Tengah","Kalimantan","2","0","0","2"
"2020-03-26","3","March","2020","Kalimantan Timur","Kalimantan","0","0","0","0"
"2020-03-26","3","March","2020","Kepulauan Riau","Sumatera","0","0","0","0"
"2020-03-26","3","March","2020","Lampung","Sumatera","2","0","0","2"
"2020-03-26","3","March","2020","Maluku","Maluku","0","0","0","0"
"2020-03-26","3","March","2020","Maluku Utara","Maluku","0","0","0","0"
"2020-03-26","3","March","2020","Papua","Papua","4","0","0","4"
"2020-03-26","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-26","3","March","2020","Sulawesi Selatan","Sulawesi","14","0","0","14"
"2020-03-26","3","March","2020","Sulawesi Tengah","Sulawesi","1","0","0","1"
"2020-03-26","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-26","3","March","2020","Sulawesi Utara","Sulawesi","1","0","1","0"
"2020-03-26","3","March","2020","Sumatera Barat","Sumatera","3","0","0","3"
"2020-03-26","3","March","2020","Sumatera Selatan","Sumatera","0","0","0","0"
"2020-03-26","3","March","2020","Sumatera Utara","Sumatera","0","0","0","0"
"2020-03-27","3","March","2020","Aceh","Sumatera","3","0","0","3"
"2020-03-27","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-27","3","March","2020","Banten","Jawa","25","2","3","20"
"2020-03-27","3","March","2020","DKI Jakarta","Jawa","74","7","6","61"
"2020-03-27","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","1","0","0","1"
"2020-03-27","3","March","2020","Jambi","Sumatera","0","0","0","0"
"2020-03-27","3","March","2020","Jawa Barat","Jawa","27","4","0","23"
"2020-03-27","3","March","2020","Jawa Tengah","Jawa","8","1","1","6"
"2020-03-27","3","March","2020","Jawa Timur","Jawa","3","1","0","2"
"2020-03-27","3","March","2020","Kalimantan Tengah","Kalimantan","0","0","0","0"
"2020-03-27","3","March","2020","Kalimantan Timur","Kalimantan","0","0","0","0"
"2020-03-27","3","March","2020","Kepulauan Riau","Sumatera","0","0","0","0"
"2020-03-27","3","March","2020","Lampung","Sumatera","1","0","0","1"
"2020-03-27","3","March","2020","Maluku","Maluku","0","0","0","0"
"2020-03-27","3","March","2020","Maluku Utara","Maluku","0","0","0","0"
"2020-03-27","3","March","2020","Papua","Papua","0","0","0","0"
"2020-03-27","3","March","2020","Papua Barat","Papua","2","0","0","2"
"2020-03-27","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-27","3","March","2020","Sulawesi Selatan","Sulawesi","2","0","0","2"
"2020-03-27","3","March","2020","Sulawesi Tengah","Sulawesi","0","0","0","0"
"2020-03-27","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-27","3","March","2020","Sulawesi Utara","Sulawesi","0","0","0","0"
"2020-03-27","3","March","2020","Sumatera Barat","Sumatera","2","0","0","2"
"2020-03-27","3","March","2020","Sumatera Selatan","Sumatera","0","0","0","0"
"2020-03-27","3","March","2020","Sumatera Utara","Sumatera","0","1","0","-1"
"2020-03-28","3","March","2020","Aceh","Sumatera","1","0","0","1"
"2020-03-28","3","March","2020","Bali","Nusa Tenggara","0","0","0","0"
"2020-03-28","3","March","2020","Banten","Jawa","10","2","7","1"
"2020-03-28","3","March","2020","DKI Jakarta","Jawa","48","9","9","30"
"2020-03-28","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","0","0","0","0"
"2020-03-28","3","March","2020","Jambi","Sumatera","0","0","0","0"
"2020-03-28","3","March","2020","Jawa Barat","Jawa","23","2","1","20"
"2020-03-28","3","March","2020","Jawa Tengah","Jawa","15","2","2","11"
"2020-03-28","3","March","2020","Jawa Timur","Jawa","14","2","2","10"
"2020-03-28","3","March","2020","Kalimantan Tengah","Kalimantan","1","0","0","1"
"2020-03-28","3","March","2020","Kalimantan Timur","Kalimantan","5","0","0","5"
"2020-03-28","3","March","2020","Kalimantan Utara","Kalimantan","2","0","0","2"
"2020-03-28","3","March","2020","Kepulauan Riau","Sumatera","1","0","2","-1"
"2020-03-28","3","March","2020","Lampung","Sumatera","0","0","0","0"
"2020-03-28","3","March","2020","Maluku","Maluku","0","0","0","0"
"2020-03-28","3","March","2020","Maluku Utara","Maluku","0","0","0","0"
"2020-03-28","3","March","2020","Papua","Papua","0","0","0","0"
"2020-03-28","3","March","2020","Papua Barat","Papua","0","0","0","0"
"2020-03-28","3","March","2020","Riau","Sumatera","0","0","0","0"
"2020-03-28","3","March","2020","Sulawesi Barat","Sulawesi","1","0","0","1"
"2020-03-28","3","March","2020","Sulawesi Selatan","Sulawesi","3","0","0","3"
"2020-03-28","3","March","2020","Sulawesi Tengah","Sulawesi","1","0","0","1"
"2020-03-28","3","March","2020","Sulawesi Tenggara","Sulawesi","0","0","0","0"
"2020-03-28","3","March","2020","Sulawesi Utara","Sulawesi","0","0","0","0"
"2020-03-28","3","March","2020","Sumatera Barat","Sumatera","0","0","0","0"
"2020-03-28","3","March","2020","Sumatera Selatan","Sumatera","1","0","0","1"
"2020-03-28","3","March","2020","Sumatera Utara","Sumatera","0","0","0","0"
"2020-03-29","3","March","2020","Aceh","Sumatera","0","0","0","0"
"2020-03-29","3","March","2020","Bali","Nusa Tenggara","1","0","0","1"
"2020-03-29","3","March","2020","Banten","Jawa","2","2","2","-2"
"2020-03-29","3","March","2020","DKI Jakarta","Jawa","52","10","0","42"
"2020-03-29","3","March","2020","Daerah Istimewa Yogyakarta","Jawa","0","0","0","0"
"2020-03-29","3","March","2020","Jambi","Sumatera","0","0","0","0"
"2020-03-29","3","March","2020","Jawa Barat","Jawa","33","2","1","30"
